detectprob,binary_resp,SubjID,condition,training
0.450078468738227,1,4,3,0
0.0,0,4,3,0
0.0,0,4,3,0
0.0,0,4,3,0
0.795468088439635,1,4,3,0
0.0,0,4,3,0
0.0,1,4,3,0
0.450078468738227,0,4,3,0
0.795468088439635,1,4,3,0
0.0,0,4,3,0
0.450078468738227,1,4,3,0
0.0,0,4,3,0
0.0,0,4,3,0
0.450078468738227,1,4,3,0
0.0,0,4,3,0
0.640820364291005,1,4,3,0
0.0,0,4,3,0
0.640820364291005,1,4,3,0
0.0,0,4,3,0
0.640820364291005,0,4,3,0
0.450078468738227,1,4,3,0
0.0,0,4,3,0
0.640820364291005,1,4,3,0
0.450078468738227,0,4,3,0
0.450078468738227,0,4,3,0
0.795468088439635,1,4,3,0
0.0,0,4,3,0
0.640820364291005,0,4,3,0
0.0,1,4,3,0
0.795468088439635,0,4,3,0
0.0,1,4,3,0
0.0,0,4,3,0
0.0,0,4,3,0
0.0,0,4,3,0
0.450078468738227,0,4,3,0
0.640820364291005,1,4,3,0
0.0,0,4,3,0
0.0,0,4,3,0
